latitude,longitude
41.78435849,-87.65947817
41.70504703,-87.60273863
41.72230899,-87.55107314
41.72621058,-87.56876025
41.91703032,-87.64845566
41.74130324,-87.61465457
41.76716831,-87.59517916
41.96785658,-87.77123042
41.88652124,-87.61660134
41.76289648,-87.63214998
41.70775621,-87.58070877
41.77427485,-87.7409442
41.83412424,-87.66888073
41.65661162,-87.61048809
42.00222581,-87.68027795
41.76585297,-87.68074144
41.76280982,-87.64002785
41.78300762,-87.67160167
41.79054357,-87.78013033
41.86510605,-87.61902004
41.93222258,-87.68343278
41.97551745,-87.72956922
41.76609135,-87.66870898
41.65143133,-87.52725823
41.72593161,-87.55391406
41.97575245,-87.70870021
41.73516861,-87.70331365
41.7727436,-87.62514347
41.82040913,-87.62753498
41.71122587,-87.53528014
41.80933207,-87.70034797
41.68238455,-87.65422826
41.72448423,-87.63482413
41.93542876,-87.7834006
41.91693014,-87.79503874
41.85644519,-87.71997975
41.75881542,-87.68053535
41.93158276,-87.74277289
41.87727424,-87.66187378
41.79639731,-87.72325128
41.7693202,-87.59522394
41.81144371,-87.59849727
41.65091053,-87.54715966
41.95045253,-87.76548033
41.74515057,-87.72178323
41.97264958,-87.77459762
41.74621174,-87.63540603
41.85695897,-87.73072236
41.74580897,-87.54792602
41.98606613,-87.72852058
41.77052591,-87.63535149
41.87279416,-87.66021739
41.79698666,-87.68415754
42.00467862,-87.70828506
41.74041271,-87.54418041
41.90933822,-87.66521897
41.84387939,-87.62043259
41.79757275,-87.60125885
41.84512464,-87.64644702
41.97743733,-87.89933523
41.79804381,-87.74722051
41.83120385,-87.61255218
41.74229143,-87.54421695
41.73325195,-87.66663718
41.97568694,-87.71356183
41.76297733,-87.63460122
41.69919655,-87.64216543
41.84905647,-87.64004013
41.92046017,-87.67083136
41.76154544,-87.71619108
41.9854215,-87.8297566
41.79195009,-87.80023418
41.73675867,-87.59688713
41.71818562,-87.57649083
41.80007261,-87.7111026
41.76969062,-87.71375998
41.82925289,-87.68991486
41.97527655,-87.76739151
41.82737375,-87.68256806
42.01498598,-87.66676384
41.82889417,-87.69311109
41.7971054,-87.66223742
41.72103651,-87.67356011
41.70971581,-87.56090679
41.93834251,-87.78453804
41.65654987,-87.54351511
41.77843641,-87.5896572
41.71700559,-87.5364939
41.98921168,-87.92523928
41.74087111,-87.65833912
41.7306712,-87.56947265
41.95573928,-87.77442095
41.71319966,-87.53600438
41.78849294,-87.74147999
41.72506793,-87.61425703
41.94654248,-87.73608438
41.8122525,-87.61967538
41.79058169,-87.73411144
41.85859355,-87.67438128
41.70770693,-87.55965139
41.79997944,-87.70007895
41.80806927,-87.70803582
41.71691603,-87.63413764
41.7379159,-87.60970881
41.70902837,-87.6540761
41.81241712,-87.62454516
41.76532588,-87.60188447
41.79696418,-87.67195775
41.72705181,-87.58791289
41.82254971,-87.66542491
41.84510557,-87.62212189
41.7334108,-87.63066089
41.82819467,-87.65931585
41.78448977,-87.62652115
41.99953595,-87.69067278
41.94806078,-87.80094594
41.95090783,-87.64495803
41.94674267,-87.68823124
41.8119955,-87.64441242
41.95115616,-87.79620925
41.79292883,-87.77865689
41.85102174,-87.6189674
41.85236807,-87.66434031
41.73529988,-87.69576853
41.81261053,-87.72376507
41.74644059,-87.61641433
41.78394997,-87.67039058
41.74354923,-87.70222046
41.82395454,-87.67051687
41.76040047,-87.67098471
41.74054163,-87.54297152
41.74224636,-87.71763531
41.92799852,-87.67320816
41.93157126,-87.78085731
41.88388551,-87.67487939
41.93826564,-87.68644739
41.70596619,-87.70081523
41.93682231,-87.80670506
41.96050088,-87.67080281
41.71640717,-87.56344024
41.73867157,-87.71273483
41.77778307,-87.61727154
41.74588588,-87.54914167
41.94489812,-87.73511207
41.73483535,-87.56715542
41.97268135,-87.73930804
41.80343322,-87.72872707
41.84164777,-87.7342115
41.8414719,-87.62905721
41.67538399,-87.62739772
41.7474145,-87.69500061
41.79543193,-87.65369425
41.96395868,-87.67607256
41.66262566,-87.64505149
41.74653948,-87.63176699
41.7913802,-87.72469966
41.65736912,-87.5919336
41.72139888,-87.64861249
41.64820082,-87.54437447
41.80773007,-87.70385985
41.97181878,-87.67112723
41.80542118,-87.72596387
41.96049596,-87.7672225
41.80964815,-87.59659106
41.79875582,-87.66714248
41.99270274,-87.68236261
41.94939302,-87.72136084
41.7220047,-87.60758329
41.85065723,-87.61288072
41.70752741,-87.53165983
41.98945798,-87.67467021
41.7293845,-87.56529443
41.69402256,-87.65554119
41.74022249,-87.69378786
41.81255052,-87.59689262
41.66581486,-87.55885388
41.77640043,-87.57044804
41.76126011,-87.61998862
41.90350639,-87.65765741
41.96790242,-87.66422468
41.97482446,-87.78334499
41.96044446,-87.77121064
41.92628702,-87.785548
41.96123271,-87.64676205
41.9382489,-87.78631249
41.78556531,-87.58657914
41.72027355,-87.56584875
41.73684564,-87.54445754
41.96204485,-87.6936117
41.81084745,-87.71125089
41.73413966,-87.58807666
41.69669829,-87.54135072
41.76510458,-87.59945986
41.74291133,-87.67627162
41.79016273,-87.63287758
41.75496067,-87.67326756
41.71718083,-87.53528173
41.96572102,-87.67762109
41.95251409,-87.73244061
41.71220614,-87.65944409
41.92792485,-87.7833635
41.68570275,-87.67889109
41.73709431,-87.57299818
41.80030573,-87.70741766
41.81230629,-87.74328289
41.66807357,-87.6355697
41.97521757,-87.68500497
41.98736291,-87.7022934
41.74144594,-87.71018973
41.77612698,-87.76728997
41.74656406,-87.6212647
41.94900634,-87.68832056
41.74869985,-87.7413027
41.93378014,-87.77726987
41.74381567,-87.61471177
41.68228551,-87.66259793
41.86116104,-87.62727063
41.73965257,-87.70800515
41.72594568,-87.64980119
41.96808011,-87.74358142
41.96780432,-87.76748157
41.7968504,-87.67316979
41.76955123,-87.67001464
41.6661859,-87.63790698
41.78219232,-87.67397926
41.86347,-87.73365871
41.76226002,-87.67103541
41.71318953,-87.65746412
41.83724648,-87.70407699
41.92380668,-87.80439533
41.85136678,-87.73759639
41.7930651,-87.73883148
41.95420361,-87.67468805
41.93851307,-87.80798033
41.97076011,-87.76937381
41.74271022,-87.63408818
41.70974409,-87.65812388
41.75677217,-87.72217535
41.93578978,-87.73591609
41.96878863,-87.67657836
41.91791297,-87.77552272
41.73590343,-87.73239374
41.83284185,-87.66562418
41.7951219,-87.76625447
41.99042779,-87.74833179
41.8405296,-87.69505583
41.73458825,-87.67182903
41.78990183,-87.63037608
41.82036898,-87.68474847
41.94391344,-87.64101269
41.71929261,-87.59711955
41.82144188,-87.61992577
41.98303063,-87.88240413
41.83981621,-87.61751617
41.91930088,-87.75846002
41.75143876,-87.66952684
41.74403284,-87.54304139
41.69884442,-87.63533987
41.79136815,-87.60372643
41.7123807,-87.62486716
41.73197102,-87.63985555
41.76310549,-87.6184173
41.84538248,-87.61767586
41.79308043,-87.7357215
41.78961463,-87.69124448
41.78942313,-87.70100057
41.87834612,-87.70941117
41.97437485,-87.75206511
41.72238569,-87.58189342
41.71199282,-87.63811052
41.71229638,-87.6053065
41.82304296,-87.68057571
41.6718533,-87.63569743
41.97810845,-87.90412276
41.94934316,-87.67251205
41.93152396,-87.76963251
41.70732277,-87.53045242
41.97296668,-87.72204374
41.79006889,-87.64260877
41.68061099,-87.65783136
41.76196778,-87.70274349
41.72242145,-87.60448695
41.82345124,-87.70776578
41.68239705,-87.66031783
41.71284191,-87.66112848
41.74076008,-87.73910196
41.79217224,-87.79032164
41.81622991,-87.60669676
41.79874193,-87.62580711
41.72582991,-87.56152388
41.78894078,-87.60495409
41.92020818,-87.7988231
41.9173469,-87.78280265
41.76553427,-87.60507347
41.79700123,-87.75463887
41.875453,-87.62059402
41.94532348,-87.73966559
41.74474609,-87.74120673
41.98043579,-87.88692046
41.72363784,-87.66273229
41.78422376,-87.6582642
41.95906013,-87.7818702
41.7616414,-87.60422289
41.80926632,-87.69912879
41.93843266,-87.77682141
41.70814925,-87.63922338
41.97624162,-87.77816453
41.79116079,-87.57983659
41.73486338,-87.6144962
41.79087203,-87.60614326
41.78547317,-87.7410541
41.84304569,-87.6402803
41.72797256,-87.65067898
41.77512988,-87.66897832
41.69136371,-87.71392345
41.73455533,-87.57687369
41.73083286,-87.57071206
41.75274863,-87.74149784
41.94923928,-87.69810756
41.72260404,-87.65175999
41.77802016,-87.79548598
41.83663935,-87.69991951
41.90826559,-87.62587746
41.71228054,-87.61024901
41.73869139,-87.69609572
42.01041398,-87.66117814
41.8229547,-87.68485813
41.94951793,-87.79771548
41.68595348,-87.66852914
41.72112636,-87.66789735
41.83571266,-87.63769386
41.93834338,-87.82021916
41.96978447,-87.75351073
41.86734639,-87.63216624
41.87395682,-87.68195253
41.97213737,-87.76854526
41.67904572,-87.6383319
41.82448026,-87.64036009
41.89010757,-87.70197076
41.95290174,-87.78741195
41.84906987,-87.62371127
41.720004,-87.57651153
41.67851969,-87.66249794
41.75253477,-87.7073582
41.98561117,-87.83108293
41.97443857,-87.81119077
41.9971335,-87.80678922
41.97669146,-87.64999527
41.70215132,-87.66918441
41.75575526,-87.61664692
41.85643072,-87.73255633
41.74765204,-87.68400814
41.69528146,-87.64246776
41.98205677,-87.7683613
41.67344534,-87.63574999
41.77391656,-87.62839613
41.96789664,-87.75836802
41.70802939,-87.56929028
41.7324899,-87.57682239
41.7388382,-87.59464664
41.71757658,-87.66289408
41.9449758,-87.74090527
41.83814896,-87.63774123
41.85268684,-87.63852955
41.70614008,-87.53891389
41.691789,-87.67971859
41.79993898,-87.71967837
41.761763,-87.70518696
41.69726873,-87.64253378
41.93768019,-87.64286352
41.73250768,-87.59623799
42.00155087,-87.65940983
41.94737628,-87.69805562
41.92813002,-87.78078756
41.66224862,-87.64626231
41.67330976,-87.64055761
41.70402538,-87.68154655
41.98550201,-87.70287746
41.75986112,-87.60175395
41.69957563,-87.54256034
41.72149126,-87.59476974
41.96485748,-87.63902189
41.78936415,-87.60140617
41.68572005,-87.53526532
41.86631233,-87.61012406
41.99797318,-87.67610178
41.71733421,-87.53165838
41.70257174,-87.64392096
41.80527725,-87.73330305
41.97486195,-87.89037215
41.95699232,-87.66917026
41.66459291,-87.63905866
41.65316052,-87.5428221
41.7429913,-87.63202582
41.96390163,-87.69120747
41.91685218,-87.80520841
41.9381512,-87.79693073
41.77689887,-87.67979348
41.89872833,-87.74430621
41.91136705,-87.62640164
41.7780041,-87.74050632
41.71991654,-87.57823726
41.90967668,-87.78335731
41.97427109,-87.7611699
41.93639744,-87.68069723
41.7761573,-87.59455173
41.97856848,-87.7729682
41.73597295,-87.61934955
41.71927936,-87.59590911
41.9614403,-87.76323129
41.811315,-87.74079711
41.72711434,-87.59611614
41.92441698,-87.65479068
41.86539738,-87.64066078
41.77683643,-87.75675592
41.79440191,-87.72319503
41.9008749,-87.73981524
41.79801716,-87.71593788
41.68462139,-87.67214707
41.97556935,-87.76315964
41.92882695,-87.66345487
41.68397927,-87.61491891
42.005581,-87.67824199
41.75421275,-87.61821773
41.98462249,-87.8365821
41.73884437,-87.65950157
41.76115209,-87.63456221
41.9645682,-87.76616259
41.80913625,-87.72118096
41.9677999,-87.68289098
41.9431514,-87.6845337
41.97079513,-87.74414244
41.80217583,-87.69037109
41.85998923,-87.62237029
41.67745487,-87.61542511
41.7478668,-87.67186314
41.68048166,-87.54009995
41.91792266,-87.66769081
41.74748192,-87.69133187
42.01036933,-87.66435592
41.94207314,-87.82771203
41.74037077,-87.6692561
41.73205788,-87.63742773
41.70600321,-87.71417844
41.7604146,-87.67463724
41.87413359,-87.67080717
41.91118878,-87.64588168
41.70311186,-87.60267287
41.67748873,-87.66406621
41.7961508,-87.75955989
41.7150458,-87.53407121
41.88084406,-87.71455505
41.81449622,-87.72383505
41.92455426,-87.67782034
41.74400139,-87.54520053
41.74983614,-87.6926128
41.72748506,-87.55948675
41.83419115,-87.62648831
41.65308375,-87.55194424
41.93843117,-87.8158549
41.70548808,-87.54011824
41.71497858,-87.65587163
41.83779794,-87.7146121
41.9336035,-87.77848053
41.95046622,-87.68164464
41.74873486,-87.59177376
41.69126509,-87.68728318
41.82945059,-87.60693965
41.89216428,-87.60770229
41.71670847,-87.55237744
41.99825334,-87.80891021
41.70656718,-87.67013144
41.69395906,-87.6636282
41.74788236,-87.64760186
41.87912197,-87.65315906
41.74731921,-87.56860084
41.79314435,-87.7283683
41.81467375,-87.71139049
41.77628989,-87.72636198
42.00555704,-87.65947786
41.71578832,-87.59458466
41.70957364,-87.66233998
41.70588754,-87.72021483
41.70258013,-87.63545369
41.77789658,-87.59301064
41.98863081,-87.81282937
41.73301545,-87.56832532
41.69870478,-87.66071771
41.74108316,-87.6227323
41.77127697,-87.73042521
41.76289304,-87.63338526
41.82153698,-87.62154262
41.74409137,-87.67056276
41.97550198,-87.69891405
41.79505981,-87.5965332
41.7549609,-87.72215106
41.70042504,-87.5413446
41.72571597,-87.66401057
41.68078072,-87.65296531
41.88734414,-87.67742828
41.73083208,-87.57678322
41.78316121,-87.61892765
41.70497466,-87.61126116
41.67063369,-87.63235423
41.71335328,-87.65358739
41.79230814,-87.78299692
41.94325,-87.74202966
41.83636821,-87.61710324
41.70473532,-87.61247965
41.85413614,-87.73458832
41.91692923,-87.64115292
41.91640421,-87.65609959
41.72566114,-87.57542648
41.66826751,-87.63075025
41.69879886,-87.65803286
41.72245322,-87.65540749
41.94565372,-87.8131381
41.78015499,-87.58645087
41.90852165,-87.62757585
41.75817476,-87.54993402
41.76589766,-87.66748695
41.70084634,-87.63420156
41.97644764,-87.83661622
41.79703823,-87.58728212
41.99015979,-87.72683023
41.69144429,-87.67749965
41.9968772,-87.65764318
41.79939247,-87.6160956
41.96023006,-87.78608096
41.92417115,-87.79838084
41.73245895,-87.62402904
41.69832225,-87.53649
41.74091423,-87.6907137
41.8203515,-87.68602902
41.79893511,-87.59972943
41.74808925,-87.67547594
41.66192395,-87.64014229
41.92084499,-87.78780656
41.70114163,-87.61724956
41.85240627,-87.66117311
41.92902888,-87.67438453
41.94796016,-87.74553993
41.93533376,-87.7700308
41.79878682,-87.67322617
41.86760821,-87.68029878
41.79148618,-87.67787271
41.68041843,-87.66243795
41.90248945,-87.69949353
41.98179468,-87.77480736
41.91330673,-87.78244042
41.76030736,-87.70249903
41.91902465,-87.63466885
41.88185437,-87.72438898
41.85305866,-87.65019051
42.01390135,-87.66674205
41.77211203,-87.74089185
41.75413721,-87.62385853
41.9777382,-87.68736689
41.75519754,-87.66841785
41.92617423,-87.80510946
41.77417467,-87.62396187
41.90987767,-87.78666046
41.92267557,-87.77811182
41.80088637,-87.6331664
41.71013243,-87.62958907
41.70307687,-87.61365343
41.86832053,-87.76520037
41.81523348,-87.6842233
41.94901324,-87.70788157
41.78551967,-87.73856753
42.01006031,-87.68460593
41.92823582,-87.68208415
41.8655738,-87.76585625
41.84810512,-87.69896592
41.81670218,-87.69446235
41.79630857,-87.7158887
41.98101575,-87.8421233
41.82581541,-87.67543125
41.9352113,-87.80787051
41.97845993,-87.91061132
41.97656736,-87.79149404
41.81286629,-87.6967999
41.66429451,-87.64145537
36.6194464,-91.68656568
41.68240171,-87.65179586
41.95727216,-87.78672727
41.77051321,-87.73474548
41.68434182,-87.66700975
41.99357027,-87.67895445
41.77730835,-87.62524718
41.87610831,-87.68486083
41.92743204,-87.67062326
41.69895103,-87.63414275
41.75281935,-87.70369045
41.78413509,-87.66918236
41.85275005,-87.6408156
41.7098586,-87.65570479
41.68981475,-87.63385238
41.67367255,-87.6273411
41.79957139,-87.61772247
41.73279853,-87.59137321
41.87846154,-87.77224543
41.78475493,-87.5881432
41.77801575,-87.59806145
41.72844205,-87.62326727
41.90356149,-87.65350952
41.74661371,-87.62441234
41.72553254,-87.5594339
41.84534506,-87.62046952
41.71638183,-87.56109704
41.7283174,-87.54521204
41.67823774,-87.68073427
41.82467357,-87.62641323
41.80353557,-87.72591043
41.71029839,-87.61384078
41.94524834,-87.81802721
41.81863127,-87.64092922
